feature_id
101
202861
202863
202875
202883
203069
203071
203591
203599
203609
203611
203633
203663
203669
203683
203685
203699
203709
203711
203713
203715
203719
203725
203729
203743
203751
203757
204023
204083
204085
204087
204089
204091
204101
204141
205509
205633
205661
205663
205669
205673
205687
205713
205723
205897
205931
205965
206013
206023
206039
206041
206043
206045
206065
206067
206083
206093
206105
206107
206109
206111
206127
206131
206135
206137
206139
206147
206159
206175
206189
206195
206199
206211
206213
206215
206227
206237
206239
206251
206253
206257
206259
206263
206265
206271
206273
206277
206279
206281
206285
206287
206291
206297
206299
206301
206303
206307
206309
206311
206323
206327
206329
206331
206335
206337
206341
206351
206353
206355
206361
206363
206365
206367
206369
206371
206373
206375
206377
206379
206385
206393
206397
206399
206401
206405
206415
206421
206425
206431
206433
206445
206447
206451
206453
206463
206467
206471
206477
206479
206481
206487
206491
206495
206515
206519
206521
206527
206549
206553
206555
206561
206567
206571
206583
206585
206587
206593
206595
206599
206603
206605
206609
206611
206613
206617
206625
206627
206629
206631
206635
206637
206639
206647
206657
206661
206663
206671
206673
206683
206685
206689
206691
206695
206697
206701
206713
206723
206747
206761
206765
206791
206793
206795
206841
206857
206863
206869
206871
206873
206879
206881
206883
206887
206889
206891
206893
206895
206897
206899
206901
206903
206907
206919
206927
207013
207023
207103
207107
207111
207121
207143
207147
207153
207155
207157
207159
207161
207163
207165
207167
207169
207171
207173
207175
207177
207179
207181
207183
207185
207187
207189
207191
207193
207195
207197
207199
207201
207203
207205
207207
207209
207211
207213
207215
207217
207219
207221
207223
207225
207227
207229
207231
207233
207235
207237
207239
207241
207243
207245
207247
207249
207251
207253
207255
207257
207259
207261
207263
207265
207267
207269
207271
207275
207277
207279
207281
207283
207285
207287
207289
207291
207293
207295
207297
207299
207301
207303
207305
207307
207309
207311
207411
207413
207415
207417
207419
207421
207423
207425
207427
207429
207431
207433
207435
207437
207439
207441
207443
207445
207447
207449
207451
207453
207455
207457
207459
207461
207463
207465
207467
207469
207471
207473
207475
207477
207479
207481
207495
207497
207499
207501
207503
207505
207507
207509
207517
207519
207521
207523
